AtcoCode,PlateCode,CommonName_lang_en,ShortCommonName_lang_en,Street_lang_en,ShortCommonName_lang_ga,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,Indicator_lang_en,NptgLocalityRef,NaptanCode,county,region,electoral_district_id,electoral_district
847000381,,Cloughanover,Cloughanover,,Cloch an Uabhair,False,ITM,527521.0,744950.0,-9.091147782,53.44963432,BCT,MKD,OTH,,847G000110,847,,E0847011,,Galway County,West,27202,Killeany
847000383,,Cluide,Cluide,,Cluide,False,ITM,533657.0,743935.0,-8.998574493,53.441322,BCT,MKD,OTH,,847G000111,847,,E0847132,,Galway County,West,27205,Killower
847000384,,N84,,,,False,ITM,533681.0,743916.0,-8.998209311,53.4411543,BCT,MKD,OTH,,847G000111,847,,E0847132,,Galway County,West,27205,Killower
847000393,,Main Street,,,,False,ITM,537970.0,724540.0,-8.929865186,53.26756883,BCT,MKD,OTH,,847G000116,847,,E0847034,,Galway County,West,27060,Oranmore
8470PB000760,,Kilkerrin,,R364,,False,ITM,563285.0,754586.0,-8.553900635,53.53993013,BCT,CUS,OTH,N,847G000143,847,o/s,E0847092,,Galway County,West,27078,Shankill
8470PB000771,,Cloondergan,Cloondergan,Cloondergan,Cluain Deargan,False,ITM,546820.0,767469.0,-8.804473407,53.65428408,BCT,CUS,OTH,NE,847G000151,847,,E0847097,,Galway County,West,27180,Addergoole
8470PB000770,,Gortnagoyne,Gortnagoyne,Gortnagoyne,Gort na gCadhan,False,ITM,547114.0,763862.0,-8.799413395,53.62190279,BCT,CUS,OTH,N,847G000152,847,,E0847004,,Galway County,West,27195,Dunmore North
8470PB000773,,Gortnagoyne,,Gortnagoyne,,False,ITM,547177.0,763881.0,-8.798464424,53.62207987,BCT,CUS,OTH,S,847G000152,847,,E0847004,,Galway County,West,27195,Dunmore North
8470PB000769,,Ballymoney North,Ballymoney North,Ballymoney North,Baile Uí Mhaonaigh,False,ITM,547486.0,763202.0,-8.793679662,53.61600968,BCT,CUS,OTH,E,847G000153,847,,E0847004,,Galway County,West,27195,Dunmore North
8470PB000768,,Cullmore,,R328,,False,ITM,560136.0,751626.0,-8.601028569,53.51310164,BCT,CUS,OTH,SW,847G000154,847,,E0847132,,Galway County,West,27077,Scregg
8470PB000747,,Cluide Co. Galway,,N84,,False,ITM,533656.0,743936.0,-8.998589753,53.44133086,BCT,CUS,OTH,NE,847G000157,847,,E0847132,,Galway County,West,27205,Killower
8470PB000754,,Cahermorris Co. Galway,,N84,,False,ITM,533648.0,742693.0,-8.998448298,53.43016097,BCT,CUS,OTH,SW,847G000158,847,,E0847084,,Galway County,West,27205,Killower
8470PB000746,,Cahermorris Co. Galway,,N84,,False,ITM,533601.0,742703.0,-8.999157532,53.43024492,BCT,CUS,OTH,NE,847G000158,847,,E0847084,,Galway County,West,27205,Killower
8470PB000753,,Ballybeg Co. Galway,,N84,,False,ITM,532257.0,741499.0,-9.019119494,53.41925565,BCT,CUS,OTH,SW,847G000159,847,,E0847084,,Galway County,West,27181,Annaghdown
8470PB000745,,Ballybeg Co. Galway,,N84,,False,ITM,532221.0,741547.0,-9.019671299,53.41968232,BCT,CUS,OTH,NE,847G000159,847,,E0847084,,Galway County,West,27181,Annaghdown
8470PB000772,,Garrafrauns,Garrafrauns,R328,Na Garfráin,False,ITM,545432.0,765160.0,-8.825062772,53.63339357,BCT,CUS,OTH,NW,847G000160,847,o/s,E0847097,,Galway County,West,27180,Addergoole
8470PB000796,,Kilcurriff Co. Galway,,R347,,False,ITM,537708.0,742729.0,-8.937370815,53.43097946,BCT,CUS,OTH,SW,847G000161,847,,E0847132,,Galway County,West,27205,Killower
8470PB000787,,Kilcurriff Co. Galway,,R347,,False,ITM,537692.0,742828.0,-8.937631127000001,53.43186714,BCT,CUS,OTH,NE,847G000161,847,,E0847132,,Galway County,West,27205,Killower
8470PB000789,,Corofin Cross,Corofin Cross,Corofin Cross,Crois Chora Finne,False,ITM,542019.0,743524.0,-8.872653731,53.43861455,BCT,CUS,OTH,NE,847G000165,847,,E0847100,,Galway County,West,27192,Cummer
8470PB000776,,Annagh Hill,Annagh Hill,,Cnoc an Eanaigh,False,ITM,546000.0,740539.0,-8.812232364,53.41221427,BCT,CUS,OTH,N,847G000169,847,,E0847100,,Galway County,West,27207,Kilmoylan
8470PB000778,,Annagh Hill,,R347,,False,ITM,546082.0,740535.0,-8.810998426,53.41218671,BCT,CUS,OTH,S,847G000169,847,,E0847100,,Galway County,West,27207,Kilmoylan
8470PB000775,,Gills Cross,Gills Cross,R347,Crois Gill,False,ITM,545603.0,744680.0,-8.818918068,53.44938404,BCT,CUS,OTH,N,847G000170,847,Nr,E0847099,,Galway County,West,27184,Ballynapark
8470PB000777,,Gills Cross,,R347,,False,ITM,545614.0,744682.0,-8.818752833,53.44940315,BCT,CUS,OTH,S,847G000170,847,Nr,E0847099,,Galway County,West,27184,Ballynapark
8470PB000774,,Ardcloon,Ardcloon,Ardcloon,Ardchluain,False,ITM,545540.0,763640.0,-8.823164166,53.61974674,BCT,CUS,OTH,W,847G000171,847,,E0847097,,Galway County,West,27180,Addergoole
8470PB000781,,Corofin,,Corofin,,False,ITM,542716.0,743432.0,-8.862147981,53.43786403,BCT,CUS,OTH,E,847G000181,847,o/s,E0847100,,Galway County,West,27182,Ballinderry
8470PB000779,,Anbally Co. Galway,,N17,,False,ITM,540388.0,741796.0,-8.896871197000001,53.42290544,BCT,CUS,OTH,E,847G000182,847,,E0847100,,Galway County,West,27181,Annaghdown
8470PB000800,,Anbally Co. Galway,,N17,,False,ITM,540390.0,741777.0,-8.896837518,53.42273494,BCT,CUS,OTH,W,847G000182,847,,E0847100,,Galway County,West,27181,Annaghdown
8470PB000707,,Clarinbridge,,Main Street,,False,ITM,541201.0,720205.0,-8.880636851,53.2289823,BCT,MKD,OTH,S,847G000188,847,Nr,E0847132,,Galway County,West,27049,Clarinbridge
8470PB000705,,Clarinbridge,,Main Street,,False,ITM,541194.0,720175.0,-8.880736145,53.22871195,BCT,MKD,OTH,N,847G000188,847,Opp,E0847132,,Galway County,West,27049,Clarinbridge
8470PB000700,,Gardenfield Cross Galway,,N17,,False,ITM,544051.0,755172.0,-8.844150375,53.54349985,BCT,CUS,OTH,SW,847G000189,847,,E0847119,,Galway County,West,27203,Killeen
8470PB000680,,Inverin Post Office,,R336,,False,ITM,509784.0,722491.0,-9.351700144,53.24511675,BCT,CUS,OTH,E,847G000190,847,Opp,E0847132,,Galway County,West,27055,Cill Aithnn
8470PB000686,,Inverin Post Office,,R336,,False,ITM,509781.0,722444.0,-9.35173177,53.24469397,BCT,CUS,OTH,W,847G000190,847,o/s,E0847132,,Galway County,West,27055,Cill Aithnn
8470PB000643,,Donnellan Drive Loughrea,,Athenry Road,,False,ITM,561386.0,716808.0,-8.577934909,53.20030468,BCT,CUS,OTH,E,847G000193,847,,E0847029,,Galway County,West,27128,Loughrea Urban
8470PB000651,,Donnellan Drive Loughrea,,Athenry Road,,False,ITM,561385.0,716804.0,-8.577949392,53.20026866,BCT,CUS,OTH,W,847G000193,847,,E0847029,,Galway County,West,27128,Loughrea Urban
8470PB000647,,Athenry Road,Athenry Road,Athenry Road,Br Bhaile Átha an Rí,False,ITM,560972.0,716934.0,-8.584146282999999,53.20140679,BCT,CUS,OTH,NW,847G000194,847,Opp,E0847029,,Galway County,West,27128,Loughrea Urban
8470PB000648,,Athenry Road,Athenry Road,Athenry Road,Br Bhaile Átha an Rí,False,ITM,560974.0,716937.0,-8.584116716,53.20143390000001,BCT,CUS,OTH,SE,847G000194,847,o/s,E0847029,,Galway County,West,27128,Loughrea Urban
8470PB000650,,Athenry Road Loughrea,,R446,,False,ITM,560143.0,717335.0,-8.596603542,53.20494897,BCT,CUS,OTH,W,847G000195,847,,E0847029,,Galway County,West,27127,Loughrea Rural
8470PB000642,,Athenry Road Loughrea,,R446,,False,ITM,560144.0,717344.0,-8.596589697999999,53.20502993,BCT,CUS,OTH,E,847G000195,847,,E0847029,,Galway County,West,27127,Loughrea Rural
8470PB000641,,Lemanagh Baun,,R328,,False,ITM,551557.0,755738.0,-8.730999479,53.54933156,BCT,CUS,OTH,W,847G000196,847,,E0847132,,Galway County,West,27190,Clonbern
8470PB000640,,Cloonagh,,R328,,False,ITM,557265.0,752466.0,-8.644426187999999,53.52042453,BCT,CUS,OTH,SW,847G000197,847,,E0847132,,Galway County,West,27191,Cloonkeen
8470PB000652,,Ashlawn,Ashlawn,Athenry Road,Plásóg na Fuinseoige,False,ITM,561514.0,716793.0,-8.576017435,53.20017916,BCT,CUS,OTH,W,847G000198,847,,E0847029,,Galway County,West,27128,Loughrea Urban
8470PB000644,,Ashlawn,Ashlawn,Athenry Road,Plásóg na Fuinseoige,False,ITM,561514.0,716797.0,-8.576017917,53.20021510000001,BCT,CUS,OTH,E,847G000198,847,,E0847029,,Galway County,West,27128,Loughrea Urban
8470PB000649,,Dublin Road,Dublin Road,Dublin Road,Bóthar BÁC,False,ITM,562948.0,716928.0,-8.554571633,53.20149418,BCT,CUS,OTH,SW,847G000199,847,Opp,E0847029,,Galway County,West,27128,Loughrea Urban
8470PB000646,,Dublin Road,Dublin Road,Dublin Road,Bóthar BÁC,False,ITM,562946.0,716936.0,-8.554602494,53.20156593,BCT,CUS,OTH,NE,847G000199,847,o/s,E0847029,,Galway County,West,27128,Loughrea Urban
8470PB000630,,Abbeyknockmoy,,Cois Na hAbhainn,,False,ITM,550208.0,743258.0,-8.74937414,53.43706098,BCT,CUS,OTH,E,847G000202,847,o/s,E0847023,,Galway County,West,27179,Abbey West
8470PB000631,,Abbeyknockmoy,,Cois Na hAbhainn,,False,ITM,550235.0,743248.0,-8.748966246,53.43697367,BCT,CUS,OTH,W,847G000202,847,Opp,E0847023,,Galway County,West,27179,Abbey West
8470PB000685,,Shanagurrane,,L5398,,False,ITM,512788.0,728267.0,-9.308288085,53.29751412,BCT,CUS,OTH,S,847G000205,847,,E0847132,,Galway County,West,27063,An Spidal
8470PB000706,,Kilcolgan,,N18,,False,ITM,541893.0,718144.0,-8.86989869,53.21053810000001,BCT,CUS,OTH,NW,847G000206,847,Nr,E0847049,,Galway County,West,27089,Drumacoo
8470PB000708,,Kilcolgan,,,,False,ITM,542039.0,717875.0,-8.867664416,53.20813678,BCT,MKD,OTH,SE,847G000207,847,Nr,E0847049,,Galway County,West,27089,Drumacoo
8470PB000734,,Inverin,,R336,,False,ITM,504494.0,722090.0,-9.430813342999999,53.2405892,BCT,CUS,OTH,NW,847G000208,847,Nr,E0847081,,Galway County,West,27061,Sailearna
8470PB000735,,Inverin,,R336,,False,ITM,504507.0,722121.0,-9.43062794,53.24087005,BCT,CUS,OTH,SE,847G000208,847,Nr,E0847081,,Galway County,West,27061,Sailearna
8470PB000732,,Inverin,,R336,,False,ITM,502559.0,722145.0,-9.459808962,53.24073192,BCT,CUS,OTH,E,847G000209,847,,E0847080,,Galway County,West,27054,Kilcummin
8470PB000731,,Costelloe,,R336,,False,ITM,496781.0,727486.0,-9.54807058,53.28762302,BCT,CUS,OTH,SE,847G000210,847,,E0847071,,Galway County,West,27152,An Crompn
8470PB000736,,Furbo,,R336,,False,ITM,519394.0,722761.0,-9.207819617,53.24908815,BCT,CUS,OTH,E,847G000211,847,,E0847082,,Galway County,West,27051,Na Forbacha
8470PB000741,,Kinneveys Rosscahill,,N59,,False,ITM,517098.0,738101.0,-9.246223726,53.38656227,BCT,CUS,OTH,S,847G000212,847,o/s,E0847083,,Galway County,West,27162,Wormhole
8470PB000729,,Rossaveel,,Rossaveel,,False,ITM,496920.0,725767.0,-9.545429379,53.27220698,BCT,CUS,OTH,NE,847G000214,847,o/s,E0847070,,Galway County,West,27054,Kilcummin
8470PB000730,,Rossaveel,,Rossaveel,,False,ITM,496924.0,725688.0,-9.545343834,53.27149804,BCT,CUS,OTH,SW,847G000214,847,Opp,E0847070,,Galway County,West,27054,Kilcummin
8470PB000638,,Claddagh West,,R328,,False,ITM,552943.0,755566.0,-8.710060812,53.54791197,BCT,CUS,OTH,SE,847G000215,847,,E0847132,,Galway County,West,27190,Clonbern
8470PB000633,,Kinvara,,,,False,ITM,537242.0,710220.0,-8.937962856,53.13880466,BCT,CUS,OTH,W,847G000216,847,o/s,E0847025,,Galway County,West,27097,Kinvarra
8470PB000632,,Kinvara,,,,False,ITM,537244.0,710236.0,-8.937936101,53.13894867,BCT,CUS,OTH,E,847G000216,847,o/s,E0847025,,Galway County,West,27097,Kinvarra
8470PB000666,,Oranmore Village Roundabout,,R446,,False,ITM,538832.0,725019.0,-8.917037242000001,53.27197313,BCT,CUS,OTH,NE,847G000218,847,,E0847132,,Galway County,West,27060,Oranmore
8470PB000672,,Oranmore Village Roundabout,,R446,,False,ITM,538837.0,725006.0,-8.916959792,53.27185689,BCT,CUS,OTH,SW,847G000218,847,,E0847132,,Galway County,West,27060,Oranmore
8470PB000671,,Oran Town Centre,Oran Town Centre,,IS Órán Mór,False,ITM,538071.0,725125.0,-8.928465244,53.27283736,BCT,MKD,OTH,SW,847G000219,847,Opp,E0847034,,Galway County,West,27060,Oranmore
8470PB000665,,Oran Town Centre,Oran Town Centre,,IS Órán Mór,False,ITM,538060.0,725124.0,-8.928629942,53.27282709,BCT,MKD,OTH,NE,847G000219,847,o/s,E0847034,,Galway County,West,27060,Oranmore
8470PB000670,,Orancourt,,Orancourt,,False,ITM,537811.0,723578.0,-8.932060352,53.25890583,BCT,CUS,OTH,SE,847G000221,847,,E0847132,,Galway County,West,27049,Clarinbridge
8470PB000655,,Kilclooney,,N17,,False,ITM,542444.0,760702.0,-8.869412116,53.5930164,BCT,CUS,OTH,SE,847G000226,847,,E0847132,,Galway County,West,27194,Doonbally
8470PB000716,,Maam Village,,R336,,False,ITM,496513.0,752891.0,-9.560418036,53.51579724,BCT,CUS,OTH,SE,847G000227,847,o/s,E0847059,,Galway County,West,27151,Conga
8470PB000712,,Maam Cross,,N59,,False,ITM,497632.0,746193.0,-9.541368746,53.45584503,BCT,CUS,OTH,E,847G000228,847,Nr,E0847132,,Galway County,West,27157,Letterfore
8470PB000717,,Maam Cross,,N59,,False,ITM,497633.0,746188.0,-9.541352068,53.45580031,BCT,CUS,OTH,W,847G000228,847,Nr,E0847132,,Galway County,West,27157,Letterfore
8470PB000727,,Glynsk House,,R340,,False,ITM,478803.0,737158.0,-9.821262857,53.3706975,BCT,CUS,OTH,NE,847G000229,847,In,E0847132,,Galway County,West,27033,An Cnoc Bu
8470PB000723,,Veldons Letterfrack,,N59,,False,ITM,470869.0,757694.0,-9.948847909,53.55326506,BCT,CUS,OTH,NE,847G000230,847,o/s,E0847064,,Galway County,West,27021,Ballynakill
8470PB000868,,Athenry Road,Athenry Road,R446,Br Bhaile Átha an Rí,False,ITM,550209.0,720911.0,-8.745847293999999,53.23624701,BCT,CUS,OTH,NW,847G000232,847,,E0847129,,Galway County,West,27109,Craughwell
8470PB000876,,Athenry Road Craughwell,,R446,,False,ITM,550215.0,720918.0,-8.745758518999999,53.23631048,BCT,CUS,OTH,SE,847G000232,847,,E0847129,,Galway County,West,27109,Craughwell
8470PB000867,,Kileeney Road Craughwell,,R446,,False,ITM,549092.0,721975.0,-8.762747839,53.24570256,BCT,CUS,OTH,NW,847G000233,847,,E0847132,,Galway County,West,27092,Killeely
8470PB000875,,Kileeney Road Craughwell,,R446,,False,ITM,549100.0,722004.0,-8.762632621,53.24596393,BCT,CUS,OTH,SE,847G000233,847,,E0847132,,Galway County,West,27092,Killeely
8470PB000874,,Coldwood,,R446,,False,ITM,548240.0,722525.0,-8.775601347,53.25056265,BCT,CUS,OTH,SE,847G000234,847,Nr,E0847132,,Galway County,West,27092,Killeely
8470PB000866,,Coldwood,,R446,,False,ITM,548231.0,722505.0,-8.775732944,53.25038205,BCT,CUS,OTH,NW,847G000234,847,Nr,E0847132,,Galway County,West,27092,Killeely
8470PB000873,,Coldwood,Coldwood,R446,Fuarchoill,False,ITM,546152.0,723432.0,-8.807039188,53.25850548,BCT,CUS,OTH,SE,847G000235,847,o/s,E0847132,,Galway County,West,27064,Stradbally
8470PB000865,,Coldwood School,Coldwood School,R446,Scoil Fhuarchoille,False,ITM,546139.0,723419.0,-8.807231802999999,53.25838734,BCT,CUS,OTH,NW,847G000235,847,o/s,E0847132,,Galway County,West,27064,Stradbally
8470PB000872,,Ballymana Cross,Ballymana Cross,R445,Cs Baile Mheánach,False,ITM,552043.0,719290.0,-8.718133407,53.22184878,BCT,CUS,OTH,NW,847G000236,847,,E0847129,,Galway County,West,27109,Craughwell
8470PB000880,,Ballymana Cross,Ballymana Cross,R445,Cs Baile Mheánach,False,ITM,552056.0,719328.0,-8.717944466,53.22219143,BCT,CUS,OTH,SE,847G000236,847,,E0847129,,Galway County,West,27109,Craughwell
8470PB000871,,Loughrea Road Craughwell,,Loughrea Road,,False,ITM,551360.0,719720.0,-8.728425678999999,53.22565086,BCT,CUS,OTH,NW,847G000237,847,,E0847129,,Galway County,West,27109,Craughwell
8470PB000879,,Dunard,Dunard,Loughrea Road,An Dún Ard,False,ITM,551363.0,719727.0,-8.728381823,53.22571404,BCT,CUS,OTH,SE,847G000237,847,,E0847129,,Galway County,West,27109,Craughwell
8470PB000624,,Clostoken Cross,Clostoken Cross,R445,Crois Clostoken,False,ITM,555387.0,718156.0,-8.667903917,53.21194925,BCT,CUS,OTH,E,847G000238,847,,E0847132,,Galway County,West,27116,Kilconickny
8470PB000625,,Clostoken Cross,Clostoken Cross,R445,Crois Clostoken,False,ITM,555384.0,718130.0,-8.667945193,53.21171535,BCT,CUS,OTH,W,847G000238,847,,E0847132,,Galway County,West,27116,Kilconickny
8470PB000860,,Clonberne,,R364,,False,ITM,557121.0,756941.0,-8.647210552,53.56062543,BCT,CUS,OTH,SE,847G000250,847,,E0847125,,Galway County,West,27076,Raheen
8470PB000848,,Olivers Cleggan,,Cleggan,,False,ITM,460074.0,758360.0,-10.11194736,53.55648153,BCT,CUS,OTH,W,847G000251,847,Opp,E0847123,,Galway County,West,27024,Cleggan
8470PB000847,,Olivers Cleggan,,Cleggan,,False,ITM,460079.0,758368.0,-10.11187552,53.5565547,BCT,CUS,OTH,E,847G000251,847,o/s,E0847123,,Galway County,West,27024,Cleggan
8470PB000858,,Keade,,Keade,,False,ITM,558707.0,753360.0,-8.622800688,53.52857334,BCT,CUS,OTH,NW,847G000253,847,,E0847132,,Galway County,West,27191,Cloonkeen
8470PB000857,,Ballyedmond,,R328,,False,ITM,557585.0,754999.0,-8.639944127,53.5432122,BCT,CUS,OTH,NW,847G000254,847,,E0847125,,Galway County,West,27191,Cloonkeen
8470PB000855,,Killavoher,,R328,,False,ITM,555252.0,758749.0,-8.675677828,53.5767161,BCT,CUS,OTH,NW,847G000255,847,,E0847125,,Galway County,West,27187,Carrownagur
8470PB000854,,Lerhir,,R364,,False,ITM,557985.0,758261.0,-8.634347793,53.57255685,BCT,CUS,OTH,E,847G000256,847,,E0847125,,Galway County,West,27076,Raheen
8470TR000122,,Athenry Train Station,,Church Street,,False,ITM,550085.0,728143.0,-8.748839293,53.30122413,TXR,,,,847G000257,847,At,E0847005,,Galway County,West,27101,Athenry
8470PB002311,,Rossaveel Pier,,Rossaveel Pier,,False,ITM,495938.0,725107.0,-9.559930209,53.26608606,BCT,CUS,OTH,SW,847G000258,847,In,E0847070,,Galway County,West,27054,Kilcummin
8470PB000597,,Doorus Cross,,,,False,ITM,534286.0,710881.0,-8.982270936,53.14438821,BCT,CUS,OTH,E,847G000266,847,,E0847003,,Galway County,West,27088,Doorus
8470PB000598,,Doorus Cross,,,,False,ITM,534281.0,710852.0,-8.982339716,53.14412700000001,BCT,CUS,OTH,W,847G000266,847,,E0847003,,Galway County,West,27097,Kinvarra
8470PB000614,,Aughrim,,R446,,False,ITM,578778.0,727999.0,-8.318381173999999,53.30185558,BCT,MKD,OTH,W,847G000267,847,o/s,E0847008,,Galway County,West,27004,Aughrim
8470PB000613,,Aughrim,,R446,,False,ITM,578782.0,727994.0,-8.318320831,53.30181081,BCT,MKD,OTH,E,847G000267,847,Opp,E0847008,,Galway County,West,27004,Aughrim
8470TR000123,,Supermac's,,Cross Street,,False,ITM,550236.0,727905.0,-8.746536858999999,53.29909961,TXR,,,,847G000268,847,At,E0847005,,Galway County,West,27101,Athenry
8470TR000282,,Galway Airport,,R339,,False,ITM,537274.0,728384.0,-8.941055732999999,53.30202847,TXR,,,,847G000269,847,At,E0847130,,Galway County,West,27046,An Carn Mr
8470TR000133,,Gort Train Station Car Park,,Station Road,,False,ITM,545431.0,702154.0,-8.814217023,53.06722152,TXR,,,,847G000270,847,In,E0847009,,Galway County,West,27090,Gort
8470PB001914,,Dunmore,Dunmore,Cloonkeen,Dún Mór,False,ITM,548902.0,768058.0,-8.773078276,53.65978407,BCT,CUS,OTH,SE,847G000272,847,,E0847004,,Galway County,West,27195,Dunmore North
8470PB000812,,Caherlistrane,,R333,,False,ITM,532222.0,749545.0,-9.021379358999999,53.49154716,BCT,CUS,OTH,E,847G000273,847,,E0847108,,Galway County,West,27201,Kilcoona
8470PB000814,,Barna Road,Barna Road,R336,Bóthar Bhearna,False,ITM,522934.0,722888.0,-9.15481821,53.2507548,BCT,CUS,OTH,E,847G000275,847,Opp,E0847109,,Galway County,West,27044,Barna
8470PB000817,,The Hawthorns,The Hawthorns,Creagan,Na Sceacha,False,ITM,522491.0,723216.0,-9.161534817,53.25363748,BCT,CUS,OTH,SE,847G000276,847,,E0847109,,Galway County,West,27044,Barna
8470PB000601,,Castlefarm,Castlefarm,Castle Street,Páirc an Chaisleáin,False,ITM,549958.0,764006.0,-8.756451475,53.62347610000001,BCT,CUS,OTH,SW,847G000277,847,,E0847004,,Galway County,West,27195,Dunmore North
8470PB000599,,Lisduff,Lisduff,Lisduff,An Lios Dubh,False,ITM,550496.0,767009.0,-8.748797375,53.65051133,BCT,CUS,OTH,E,847G000278,847,,E0847004,,Galway County,West,27195,Dunmore North
8470PB000603,,Carrownaseer,Carrownaseer,R360,Ceathrú na Saor,False,ITM,551396.0,763812.0,-8.734685909,53.62186825,BCT,MKD,OTH,SW,847G000279,847,,E0847004,,Galway County,West,27195,Dunmore North
8470PB000605,,Moyvilla Cross,,R446,,False,ITM,545097.0,724191.0,-8.822980014,53.26521789,BCT,CUS,OTH,NW,847G000280,847,o/s,E0847132,,Galway County,West,27064,Stradbally
8470PB000609,,Moyvilla Cross,,R446,,False,ITM,545108.0,724210.0,-8.822818423,53.26538976,BCT,CUS,OTH,SE,847G000280,847,Opp,E0847132,,Galway County,West,27064,Stradbally
847000074,,R336,,,,False,ITM,523011.0,722900.0,-9.153667537999999,53.25087379,BCT,MKD,OTH,,847G000282,847,,E0847109,,Galway County,West,27044,Barna
8470PB000818,,Bearna,,R336,,False,ITM,523010.0,722901.0,-9.153682761,53.25088263,BCT,CUS,OTH,W,847G000282,847,o/s,E0847109,,Galway County,West,27044,Barna
8470PB000797,,Tavanaghmore,Tavanaghmore,N17,An Tamhnach Mhór,False,ITM,539987.0,742770.0,-8.903088966,53.43161205,BCT,CUS,OTH,SW,847G000283,847,,E0847100,,Galway County,West,27192,Cummer
847000062,,Tavanaghmore,Tavanaghmore,,An Tamhnach Mhór,False,,,,,,class_undefined,,,,847G000283,847,,E0847100,,Cavan County,Border,32090,Kilcogy
8470PB000833,,Corbally,,N17,,False,ITM,539310.0,738897.0,-8.912529904,53.39673305,BCT,CUS,OTH,N,847G000286,847,,E0847100,,Galway County,West,27057,Liscananaun
8470PB000839,,Flynn's Pub Lackagh Co. Galway,,N63,,False,ITM,540661.0,735885.0,-8.891653444,53.36982138,BCT,CUS,OTH,SW,847G000287,847,o/s,E0847113,,Galway County,West,27056,Lackaghbeg
8470PB000841,,Heaney's Cross,,N17,,False,ITM,544617.0,757921.0,-8.836098518,53.56826138,BCT,CUS,OTH,SW,847G000289,847,,E0847119,,Galway County,West,27203,Killeen
8470PB000827,,Canavan's General Store Belclare Co. Galway,,R333,,False,ITM,537983.0,749430.0,-8.934554623,53.49122408,BCT,CUS,OTH,SE,847G000292,847,Opp,E0847110,,Galway County,West,27189,Claretuam
8470PB000824,,Canavan's General Store Belclare Co. Galway,,R333,,False,ITM,537976.0,749418.0,-8.934657722,53.49111543,BCT,CUS,OTH,NW,847G000292,847,o/s,E0847110,,Galway County,West,27189,Claretuam
8470PB000828,,Belclare,Belclare,R333,Béal Chláir,False,ITM,538098.0,749391.0,-8.932814212,53.49088718,BCT,CUS,OTH,SE,847G000296,847,Opp,E0847110,,Galway County,West,27189,Claretuam
8470B5349102,534912.0,Spiddal Cotta,,Barna Road,,False,ITM,514306.0,722505.0,-9.283970216,53.24599139,BCT,MKD,OTH,E,847G000336,847,,E0847038,,Galway County,West,27063,An Spidal
8470B5349101,534911.0,Spiddal Cotta,,Barna Road,,False,ITM,514306.0,722505.0,-9.283970216,53.24599139,BCT,MKD,OTH,W,847G000336,847,,E0847038,,Galway County,West,27063,An Spidal
8470B5349302,534932.0,St Anne's School,,Clifden Road,,False,ITM,515579.0,739618.0,-9.269457543,53.39995149,BCT,MKD,OTH,SE,847G000337,847,,E0847083,,Galway County,West,27162,Wormhole
8470B5349301,534931.0,St Anne's School,,Clifden Road,,False,ITM,515540.0,739643.0,-9.270050526,53.40016987,BCT,MKD,OTH,NW,847G000337,847,,E0847083,,Galway County,West,27162,Wormhole
8470B5347302,534732.0,Salruck Cross,,N59,,False,ITM,482946.0,761959.0,-9.768279847,53.59440488,BCT,MKD,OTH,SW,847G000338,847,,E0847132,,Galway County,West,27026,Cushkillary
8470B5347301,534731.0,Salruck Cross,Salruck Cross,N59,Crois Shalroic,False,ITM,482946.0,761959.0,-9.768279847,53.59440488,BCT,MKD,OTH,NE,847G000338,847,,E0847132,,Galway County,West,27026,Cushkillary
8470B5347401,534741.0,Screebe,Screebe,Barna Road,Scríb,False,ITM,496514.0,738255.0,-9.555590366,53.38431575,BCT,MKD,OTH,NE,847G000339,847,,E0847118,,Galway County,West,27149,Camas
8470B5347402,534742.0,Screebe Lodge,,R340,,False,ITM,496473.0,738261.0,-9.556208391,53.38436162,BCT,MKD,OTH,W,847G000339,847,,E0847118,,Galway County,West,27149,Camas
8470B5350901,535091.0,The Lodge Cross,,R347,,False,ITM,550364.0,726877.0,-8.744456199999998,53.28987375,BCT,MKD,OTH,N,847G000340,847,,E0847005,,Galway County,West,27101,Athenry
8470B5350902,535092.0,The Lodge Cross,,R347,,False,ITM,550377.0,726875.0,-8.744260928,53.28985699,BCT,MKD,OTH,S,847G000340,847,,E0847005,,Galway County,West,27101,Athenry
8470B5350301,535031.0,Tallyho X,,R348,,False,ITM,553618.0,724840.0,-8.69535857,53.27186314,BCT,MKD,OTH,E,847G000345,847,,E0847024,,Galway County,West,27123,Kiltullagh
8470B5350302,535032.0,Tallyho X,,R348,,False,ITM,553620.0,724831.0,-8.695327276,53.27178244,BCT,MKD,OTH,W,847G000345,847,,E0847024,,Galway County,West,27123,Kiltullagh
8470B5347101,534711.0,Roundstone,Roundstone,High Street,Cloch na Rón,False,ITM,472381.0,740113.0,-9.918903708,53.39572786,BCT,MKD,OTH,N,847G000346,847,,E0847037,,Galway County,West,27037,Roundstone
8470B5347102,534712.0,Roundstone,,High Street,,False,ITM,472381.0,740085.0,-9.918892391,53.39547637,BCT,MKD,OTH,S,847G000346,847,,E0847037,,Galway County,West,27037,Roundstone
8470B5344601,534461.0,Powers X,,R352,,False,ITM,577636.0,702476.0,-8.333728061,53.07243305,BCT,MKD,OTH,NE,847G000347,847,,E0847041,,Galway County,West,27163,Abbeyville
