,StopAreaCode,Name_lang_en,AdministrativeAreaRef,StopAreaType,GridType,Easting,Northing,Longitude,Latitude,ParentStopAreaRef,county
3428,824GA00232,Donabate Train Station,824,GPBS,ITM,722688.0,750004.0,-6.151343086000001,53.48573814,824GIR0016,Fingal
3429,824GA00233,Donabate Train Station,824,GPBS,ITM,722677.0,750012.0,-6.1515056139999995,53.48581256,824GIR0016,Fingal
3430,824GA00234,Donabate Train Station,824,GPBS,ITM,722687.0,749990.0,-6.151363614,53.48561262,824GIR0016,Fingal
3431,824GA00235,Donabate Train Station,824,GPBS,ITM,722676.0,750003.0,-6.151524189,53.48573195,824GIR0016,Fingal
3432,824GIR0017,Howth Train Station,824,GRLS,ITM,728094.0,739374.0,-6.074258245,53.38897537,,Fingal
3433,824GA00264,Howth Train Station,824,GPBS,ITM,728094.0,739366.0,-6.07426149,53.38890351,824GIR0017,Fingal
3434,824GA00265,Howth Train Station,824,GPBS,ITM,728094.0,739374.0,-6.074258245,53.38897537,824GIR0017,Fingal
3435,824GA00266,Howth Train Station,824,GPBS,ITM,728079.0,739386.0,-6.074478748,53.38908678,824GIR0017,Fingal
3436,824GA00267,Howth Train Station,824,GPBS,ITM,728078.0,739395.0,-6.0744901229999995,53.38916786,824GIR0017,Fingal
3437,824GA00304,Howth Train Station,824,GPBS,ITM,728139.0,739364.0,-6.073586199,53.38887464,824GIR0017,Fingal
3438,824GIR0018,Balbriggan Train Station,824,GRLS,ITM,720268.0,763971.0,-6.182418309,53.61174955,,Fingal
3439,824GA00101,Balbriggan Train Station,824,GPBS,ITM,720225.0,763931.0,-6.183083227000001,53.61140013,824GIR0018,Fingal
3440,824GA00102,Balbriggan Train Station,824,GPBS,ITM,720268.0,763971.0,-6.182418309,53.61174955,824GIR0018,Fingal
3441,824GA00103,Balbriggan Train Station,824,GPBS,ITM,720273.0,763987.0,-6.1823366129999995,53.61189211,824GIR0018,Fingal
3442,824GA00104,Balbriggan Train Station,824,GPBS,ITM,720284.0,763984.0,-6.182171622,53.61186264,824GIR0018,Fingal
3443,824GA00105,Balbriggan Train Station,824,GPBS,ITM,720277.0,763973.0,-6.182281597999999,53.61176545,824GIR0018,Fingal
3444,824GIR0020,Malahide Train Station,824,GRLS,ITM,722453.0,746104.0,-6.15640107,53.45076272,,Fingal
3445,824GA00219,Malahide Train Station,824,GPBS,ITM,722458.0,746105.0,-6.156325446,53.45077054,824GIR0020,Fingal
3446,824GA00220,Malahide Train Station,824,GPBS,ITM,722453.0,746123.0,-6.1563936770000005,53.45093338,824GIR0020,Fingal
3447,824GA00221,Malahide Train Station,824,GPBS,ITM,722432.0,746086.0,-6.15672406,53.45060592,824GIR0020,Fingal
3448,824GA00222,Malahide Train Station,824,GPBS,ITM,722452.0,746107.0,-6.15641495,53.4507899,824GIR0020,Fingal
3449,824GA00223,Malahide Train Station,824,GPBS,ITM,722440.0,746125.0,-6.156588511,53.45095436,824GIR0020,Fingal
3450,824GA00224,Malahide Train Station,824,GPBS,ITM,722447.0,746129.0,-6.156481625,53.45098867,824GIR0020,Fingal
3451,824GA00225,Malahide Train Station,824,GPBS,ITM,722433.0,746131.0,-6.156691507000001,53.45100988,824GIR0020,Fingal
3452,824GIR0023,Skerries Train Station,824,GRLS,ITM,724576.0,759883.0,-6.11898246,53.57402618,,Fingal
3453,824GA00030,Skerries Train Station,824,GPBS,ITM,724581.0,759890.0,-6.118904217000001,53.57408786,824GIR0023,Fingal
3454,824GA00031,Skerries Train Station,824,GPBS,ITM,724575.0,759883.0,-6.1189975510000005,53.57402642,824GIR0023,Fingal
3455,824GA00032,Skerries Train Station,824,GPBS,ITM,724567.0,759883.0,-6.119118274,53.57402831,824GIR0023,Fingal
3456,824GA00033,Skerries Train Station,824,GPBS,ITM,724559.0,759877.0,-6.11924139,53.57397632,824GIR0023,Fingal
3457,824GA00034,Skerries Train Station,824,GPBS,ITM,724562.0,759879.0,-6.119195321,53.57399357,824GIR0023,Fingal
3458,824GIR0024,Sutton Train Station,824,GRLS,ITM,725288.0,739627.0,-6.1163175,53.39192058,,Fingal
3459,824GA00035,Sutton Train Station,824,GPBS,ITM,725288.0,739627.0,-6.1163175,53.39192058,824GIR0024,Fingal
3460,824GA00036,Sutton Train Station,824,GPBS,ITM,725229.0,739640.0,-6.117198874,53.39205134,824GIR0024,Fingal
3461,824GA00037,Sutton Train Station,824,GPBS,ITM,725282.0,739629.0,-6.116406862000001,53.39193997,824GIR0024,Fingal
3462,824GA00038,Sutton Train Station,824,GPBS,ITM,725290.0,739641.0,-6.116281894,53.39204586,824GIR0024,Fingal
3463,824GA00039,Sutton Train Station,824,GPBS,ITM,725293.0,739647.0,-6.116234436,53.39209904,824GIR0024,Fingal
3464,824GA00040,Sutton Train Station,824,GPBS,ITM,725290.0,739635.0,-6.116284274,53.39199197,824GIR0024,Fingal
3465,824GIR0031,Castleknock Train Station,824,GRLS,ITM,708348.0,738064.0,-6.371421718,53.38162553,,Fingal
3466,824GA00130,Castleknock Train Station,824,GPBS,ITM,708348.0,738067.0,-6.37142069,53.38165248,824GIR0031,Fingal
3467,824GA00131,Castleknock Train Station,824,GPBS,ITM,708347.0,738058.0,-6.3714388,53.38157183,824GIR0031,Fingal
3468,824GA00132,Castleknock Train Station,824,GPBS,ITM,708367.0,738062.0,-6.371136942000001,53.38160367,824GIR0031,Fingal
3469,824GA00133,Castleknock Train Station,824,GPBS,ITM,708327.0,738054.0,-6.371740657,53.38154,824GIR0031,Fingal
3470,824GA00134,Castleknock Train Station,824,GPBS,ITM,708347.0,738048.0,-6.371442227999999,53.381482,824GIR0031,Fingal
3471,824GA00439,Castleknock Train Station,824,GPBS,ITM,708347.0,738043.0,-6.371443942000001,53.38143709,824GIR0031,Fingal
3472,824GIR0040,Coolmine Train Station,824,GRLS,ITM,707018.0,737575.0,-6.391569828,53.37750365,,Fingal
3473,824GA00158,Coolmine Train Station,824,GPBS,ITM,707013.0,737572.0,-6.391645959,53.37747772,824GIR0040,Fingal
3474,824GA00159,Coolmine Train Station,824,GPBS,ITM,707051.0,737578.0,-6.391073052,53.37752392,824GIR0040,Fingal
3475,824GA00160,Coolmine Train Station,824,GPBS,ITM,707013.0,737586.0,-6.391641218999999,53.37760348,824GIR0040,Fingal
3476,824GA00161,Coolmine Train Station,824,GPBS,ITM,707030.0,737589.0,-6.391384811,53.37762699,824GIR0040,Fingal
3477,824GA00162,Coolmine Train Station,824,GPBS,ITM,707071.0,737601.0,-6.3907648,53.37772649,824GIR0040,Fingal
3478,824GA00163,Coolmine Train Station,824,GPBS,ITM,707075.0,737589.0,-6.390708772999999,53.37761788,824GIR0040,Fingal
3479,824GIR0041,Clonsilla Train Station,824,GRLS,ITM,704910.0,738142.0,-6.423050569,53.38301985,,Fingal
3480,824GA00152,Clonsilla Train Station,824,GPBS,ITM,704917.0,738137.0,-6.4229470520000005,53.38297354,824GIR0041,Fingal
3481,824GA00153,Clonsilla Train Station,824,GPBS,ITM,704918.0,738126.0,-6.42293568,53.38287453,824GIR0041,Fingal
3482,824GA00154,Clonsilla Train Station,824,GPBS,ITM,704909.0,738142.0,-6.423065594,53.38302005,824GIR0041,Fingal
3483,824GA00155,Clonsilla Train Station,824,GPBS,ITM,704892.0,738144.0,-6.423320359,53.38304139,824GIR0041,Fingal
3484,824GA00156,Clonsilla Train Station,824,GPBS,ITM,704876.0,738151.0,-6.423558439,53.38310745,824GIR0041,Fingal
3485,824GA00157,Clonsilla Train Station,824,GPBS,ITM,704872.0,738137.0,-6.423623186,53.38298248,824GIR0041,Fingal
3486,824GIR0130,Rush and Lusk Train Station,824,GRLS,ITM,723128.0,753929.0,-6.143176572000001,53.52088967,,Fingal
3487,824GA00186,Rush and Lusk Train Station,824,GPBS,ITM,723139.0,753922.0,-6.143013534,53.52082422,824GIR0130,Fingal
3488,824GA00187,Rush and Lusk Train Station,824,GPBS,ITM,723108.0,753931.0,-6.1434772220000005,53.52091231,824GIR0130,Fingal
3489,824GA00188,Rush and Lusk Train Station,824,GPBS,ITM,723127.0,753928.0,-6.143192037,53.52088092,824GIR0130,Fingal
3490,824GA00189,Rush and Lusk Train Station,824,GPBS,ITM,723104.0,753907.0,-6.143546936,53.52069768,824GIR0130,Fingal
3491,824GA00190,Rush and Lusk Train Station,824,GPBS,ITM,723111.0,753906.0,-6.143441827,53.52068706,824GIR0130,Fingal
3492,824GA00192,Rush and Lusk Train Station,824,GPBS,ITM,723095.0,753907.0,-6.143682581,53.52069979,824GIR0130,Fingal
3493,824GIR0138,Portmarnock Train Station,824,GRLS,ITM,722891.0,742491.0,-6.151219919,53.41820845,824G003876,Fingal
3494,824GA00210,Portmarnock Train Station,824,GPBS,ITM,722910.0,742492.0,-6.150933855,53.41821301,824GIR0138,Fingal
3495,824GA00211,Portmarnock Train Station,824,GPBS,ITM,722858.0,742508.0,-6.151709466000001,53.41836883,824GIR0138,Fingal
3496,824GA00212,Portmarnock Train Station,824,GPBS,ITM,722889.0,742492.0,-6.1512496,53.4182179,824GIR0138,Fingal
3497,824GA00213,Portmarnock Train Station,824,GPBS,ITM,722888.0,742408.0,-6.15129737,53.41746364,824GIR0138,Fingal
3498,824GA00214,Portmarnock Train Station,824,GPBS,ITM,722895.0,742400.0,-6.151195241,53.41739015,824GIR0138,Fingal
3499,824GA00215,Portmarnock Train Station,824,GPBS,ITM,722886.0,742392.0,-6.151333675,53.41732039,824GIR0138,Fingal
3500,824GIR0140,Bayside Train Station,824,GRLS,ITM,723906.0,739527.0,-6.13712274,53.39134828,,Fingal
3501,824GA00216,Bayside Train Station,824,GPBS,ITM,723908.0,739521.0,-6.137095042,53.39129392,824GIR0140,Fingal
3502,824GA00217,Bayside Train Station,824,GPBS,ITM,723906.0,739527.0,-6.13712274,53.39134828,824GIR0140,Fingal
3503,824GA00461,Bayside Train Station,824,GPBS,ITM,723905.0,739545.0,-6.137130704,53.39151019,824GIR0140,Fingal
3504,824GA00218,Bayside Train Station,824,GPBS,ITM,723904.0,739553.0,-6.137142592000001,53.39158229,824GIR0140,Fingal
3505,825G000001,Sandycove And Glasthule Train Station,825,GPBS,ITM,724886.0,728070.0,-6.126913673,53.28820942,,Dn Laoghaire-Rathdown
3506,825GA00111,Sandycove And Glasthule Train Station,825,GPBS,ITM,724881.0,728083.0,-6.126983513,53.28832736,825G000001,Dn Laoghaire-Rathdown
3507,825GA00112,Sandycove And Glasthule Train Station,825,GPBS,ITM,724880.0,728077.0,-6.12700086,53.28827371,825G000001,Dn Laoghaire-Rathdown
3508,825GA00113,Sandycove And Glasthule Train Station,825,GPBS,ITM,724861.0,728028.0,-6.127304915,53.28783805,825G000001,Dn Laoghaire-Rathdown
3509,825GA00114,Sandycove And Glasthule Train Station,825,GPBS,ITM,724868.0,728030.0,-6.127199202999999,53.28785437,825G000001,Dn Laoghaire-Rathdown
3530,825G000042,Salthill And Monkstown Train Station,825,GRLS,ITM,723181.0,728819.0,-6.15218084,53.29533595,,Dn Laoghaire-Rathdown
3531,825GA00115,Salthill And Monkstown Train Station,825,GPBS,ITM,723167.0,728806.0,-6.152395772,53.29522243,825G000042,Dn Laoghaire-Rathdown
3532,825GA00116,Salthill And Monkstown Train Station,825,GPBS,ITM,723180.0,728817.0,-6.1521966070000005,53.29531821,825G000042,Dn Laoghaire-Rathdown
3533,825GA00117,Salthill And Monkstown Train Station,825,GPBS,ITM,723179.0,728823.0,-6.1522092729999995,53.29537234,825G000042,Dn Laoghaire-Rathdown
3534,825GA00118,Salthill And Monkstown Train Station,825,GPBS,ITM,723181.0,728830.0,-6.152176573999999,53.29543475,825G000042,Dn Laoghaire-Rathdown
3535,825GA00119,Salthill And Monkstown Train Station,825,GPBS,ITM,723184.0,728828.0,-6.152132373,53.29541609,825G000042,Dn Laoghaire-Rathdown
3620,825G000354,Outside Train Station,825,GPBS,ITM,725649.0,722435.0,-6.117701239,53.23741453,825GIR0022,Dn Laoghaire-Rathdown
3625,825G000360,Killiney Train Station,825,GPBS,ITM,725876.0,724469.0,-6.113499011,53.25563061,,Dn Laoghaire-Rathdown
3838,825G000902,Outside Train Station,825,GPBS,ITM,724877.0,728095.0,-6.127038756,53.28843609,825G000001,Dn Laoghaire-Rathdown
3861,825G000925,Outside Train Station,825,GPBS,ITM,721402.0,729576.0,-6.178563091,53.302546,,Dn Laoghaire-Rathdown
4106,825G003626,Outside Train Station,825,GPBS,ITM,724322.0,728797.0,-6.135083373,53.29487202,825G003635,Dn Laoghaire-Rathdown
4233,825GIR0014,Dalkey Train Station,825,GRLS,ITM,726491.0,726728.0,-6.103389602000001,53.27577507,,Dn Laoghaire-Rathdown
4234,825GA00177,Dalkey Train Station,825,GPBS,ITM,726496.0,726747.0,-6.10330712,53.27594454,825GIR0014,Dn Laoghaire-Rathdown
4235,825GA00178,Dalkey Train Station,825,GPBS,ITM,726490.0,726733.0,-6.103402599,53.27582022,825GIR0014,Dn Laoghaire-Rathdown
4236,825GA00179,Dalkey Train Station,825,GPBS,ITM,726486.0,726711.0,-6.103471289,53.27562357,825GIR0014,Dn Laoghaire-Rathdown
4237,825GA00180,Dalkey Train Station,825,GPBS,ITM,726488.0,726716.0,-6.10343933,53.275668,825GIR0014,Dn Laoghaire-Rathdown
4238,825GA00181,Dalkey Train Station,825,GPBS,ITM,726497.0,726727.0,-6.10330009,53.27576466,825GIR0014,Dn Laoghaire-Rathdown
4239,825GA00358,Dalkey Train Station,825,GPBS,,,,,,825GIR0014,Cavan County
4240,825GIR0021,Killiney Train Station,825,GRLS,ITM,725916.0,724496.0,-6.11288921,53.25586364,,Dn Laoghaire-Rathdown
4241,825GA00268,Killiney Train Station,825,GPBS,ITM,725895.0,724470.0,-6.113214032,53.25563508,825GIR0021,Dn Laoghaire-Rathdown
4242,825GA00269,Killiney Train Station,825,GPBS,ITM,725898.0,724480.0,-6.113165144,53.25572419,825GIR0021,Dn Laoghaire-Rathdown
4243,825GA00270,Killiney Train Station,825,GPBS,ITM,725902.0,724472.0,-6.113108394,53.25565139,825GIR0021,Dn Laoghaire-Rathdown
4244,825GA00271,Killiney Train Station,825,GPBS,ITM,725902.0,724492.0,-6.1131004860000004,53.25583103,825GIR0021,Dn Laoghaire-Rathdown
4245,825GA00272,Killiney Train Station,825,GPBS,ITM,725919.0,724487.0,-6.112847835,53.25578209,825GIR0021,Dn Laoghaire-Rathdown
4246,825GIR0022,Shankill Train Station,825,GRLS,ITM,725688.0,722338.0,-6.117155587,53.23653403,,Dn Laoghaire-Rathdown
4247,825GA00085,Shankill Train Station,825,GPBS,ITM,725664.0,722371.0,-6.117501892999999,53.23683612,825GIR0022,Dn Laoghaire-Rathdown
4248,825GA00086,Shankill Train Station,825,GPBS,ITM,725691.0,722337.0,-6.117111067000001,53.23652434,825GIR0022,Dn Laoghaire-Rathdown
4249,825GA00087,Shankill Train Station,825,GPBS,ITM,725696.0,722349.0,-6.1170314779999995,53.23663094,825GIR0022,Dn Laoghaire-Rathdown
4250,825GA00088,Shankill Train Station,825,GPBS,ITM,725690.0,722353.0,-6.11711973,53.23666829,825GIR0022,Dn Laoghaire-Rathdown
4251,825GA00089,Shankill Train Station,825,GPBS,ITM,725695.0,722355.0,-6.117044084,53.23668507,825GIR0022,Dn Laoghaire-Rathdown
4252,825GA00090,Shankill Train Station,825,GPBS,ITM,725717.0,722313.0,-6.116731275,53.23630261,825GIR0022,Dn Laoghaire-Rathdown
4253,825GIR0029,Seapoint Train Station,825,GRLS,ITM,722288.0,729220.0,-6.165414654,53.2991446,,Dn Laoghaire-Rathdown
4254,825GA00091,Seapoint Train Station,825,GPBS,ITM,722283.0,729207.0,-6.165494627999999,53.29902899,825GIR0029,Dn Laoghaire-Rathdown
4255,825GA00092,Seapoint Train Station,825,GPBS,ITM,722287.0,729218.0,-6.165430418,53.29912687,825GIR0029,Dn Laoghaire-Rathdown
4256,825GA00093,Seapoint Train Station,825,GPBS,ITM,722294.0,729224.0,-6.165323152000001,53.29917915,825GIR0029,Dn Laoghaire-Rathdown
4257,825GA00094,Seapoint Train Station,825,GPBS,ITM,722298.0,729217.0,-6.165265872000001,53.29911535,825GIR0029,Dn Laoghaire-Rathdown
4258,825GA00095,Seapoint Train Station,825,GPBS,ITM,722304.0,729224.0,-6.165173214,53.29917684,825GIR0029,Dn Laoghaire-Rathdown
4259,825GIR0030,Blackrock Train Station,825,GRLS,ITM,721380.0,729604.0,-6.178882278,53.30280254,,Dn Laoghaire-Rathdown
4260,825GA00120,Blackrock Train Station,825,GPBS,ITM,721377.0,729596.0,-6.178930321,53.30273137,825GIR0030,Dn Laoghaire-Rathdown
4261,825GA00121,Blackrock Train Station,825,GPBS,ITM,721380.0,729604.0,-6.178882278,53.30280254,825GIR0030,Dn Laoghaire-Rathdown
4262,825GA00122,Blackrock Train Station,825,GPBS,ITM,721384.0,729608.0,-6.178820768,53.30283756,825GIR0030,Dn Laoghaire-Rathdown
4263,825GA00123,Blackrock Train Station,825,GPBS,ITM,721393.0,729601.0,-6.178688488,53.30277262,825GIR0030,Dn Laoghaire-Rathdown
4264,825GA00124,Blackrock Train Station,825,GPBS,ITM,721396.0,729610.0,-6.178640062,53.30285277,825GIR0030,Dn Laoghaire-Rathdown
4265,825GIR0037,Glenageary Train Station,825,GRLS,ITM,725158.0,727283.0,-6.123146392000001,53.28107631,,Dn Laoghaire-Rathdown
4266,825GA00106,Glenageary Train Station,825,GPBS,ITM,725147.0,727297.0,-6.123305739,53.28120466,825GIR0037,Dn Laoghaire-Rathdown
4267,825GA00107,Glenageary Train Station,825,GPBS,ITM,725169.0,727281.0,-6.122982322,53.28105575,825GIR0037,Dn Laoghaire-Rathdown
4268,825GA00108,Glenageary Train Station,825,GPBS,ITM,725162.0,727289.0,-6.123084082,53.28112926,825GIR0037,Dn Laoghaire-Rathdown
4269,825GA00109,Glenageary Train Station,825,GPBS,ITM,725164.0,727292.0,-6.123052927000001,53.28115573,825GIR0037,Dn Laoghaire-Rathdown
4270,825GA00110,Glenageary Train Station,825,GPBS,ITM,725165.0,727309.0,-6.123031247,53.281308200000005,825GIR0037,Dn Laoghaire-Rathdown
4271,825GIR0039,Booterstown Train Station,825,GRLS,ITM,720270.0,730360.0,-6.195240582,53.30984636,,Dn Laoghaire-Rathdown
4272,825GA00125,Booterstown Train Station,825,GPBS,ITM,720270.0,730356.0,-6.195242098,53.30981043,825GIR0039,Dn Laoghaire-Rathdown
4273,825GA00126,Booterstown Train Station,825,GPBS,ITM,720269.0,730362.0,-6.195254822000001,53.30986455,825GIR0039,Dn Laoghaire-Rathdown
4274,825GA00127,Booterstown Train Station,825,GPBS,ITM,720257.0,730385.0,-6.19542608,53.31007387,825GIR0039,Dn Laoghaire-Rathdown
4275,825GA00128,Booterstown Train Station,825,GPBS,ITM,720269.0,730375.0,-6.195249896,53.30998132,825GIR0039,Dn Laoghaire-Rathdown
4276,825GA00129,Booterstown Train Station,825,GPBS,ITM,720261.0,730396.0,-6.195361921,53.31017177,825GIR0039,Dn Laoghaire-Rathdown
4277,825GIR0124,Dun Laoghaire Train Station,825,GRLS,ITM,724315.0,728786.0,-6.135192622000001,53.29477486,825G000538,Dn Laoghaire-Rathdown
4278,825GA00197,Dun Laoghaire Train Station,825,GPBS,ITM,724373.0,728767.0,-6.134330527,53.2945906,825GIR0124,Dn Laoghaire-Rathdown
4279,825GA00198,Dun Laoghaire Train Station,825,GPBS,ITM,724391.0,728788.0,-6.13405245,53.294775,825GIR0124,Dn Laoghaire-Rathdown
4280,825GA00199,Dun Laoghaire Train Station,825,GPBS,ITM,724325.0,728813.0,-6.135032135,53.29501504,825GIR0124,Dn Laoghaire-Rathdown
4281,825GA00200,Dun Laoghaire Train Station,825,GPBS,ITM,724338.0,728810.0,-6.134838413,53.29498504,825GIR0124,Dn Laoghaire-Rathdown
4282,825GA00246,Dun Laoghaire Train Station,825,GPBS,ITM,724344.0,728827.0,-6.134741807,53.29513633,825GIR0124,Dn Laoghaire-Rathdown
4304,826G000023,Outside Train Station,826,GPBS,ITM,673015.0,713025.0,-6.908128049,53.16270328,826G000245,Kildare County
4357,826G000083,Hazelhatch Train Station Car Park,826,GPBS,ITM,698387.0,731329.0,-6.523181332,53.32306701,,Kildare County
4443,826G000174,Outside Train Station,826,GPBS,ITM,699429.0,736513.0,-6.505918755,53.36944481,826GIR0061,Kildare County
4578,826GIR0054,Newbridge Train Station,826,GRLS,ITM,679620.0,715637.0,-6.808728743,53.1852265,,Kildare County
4579,826GA00012,Newbridge Train Station,826,GPBS,ITM,679633.0,715634.0,-6.80853503,53.1851976,826GIR0054,Kildare County
4580,826GA00013,Newbridge Train Station,826,GPBS,ITM,679619.0,715636.0,-6.80874395,53.18521767,826GIR0054,Kildare County
4581,826GA00014,Newbridge Train Station,826,GPBS,ITM,679621.0,715644.0,-6.808712041000001,53.18528925,826GIR0054,Kildare County
4582,826GA00015,Newbridge Train Station,826,GPBS,ITM,679626.0,715645.0,-6.808636999999999,53.18529749,826GIR0054,Kildare County
4583,826GA00016,Newbridge Train Station,826,GPBS,ITM,679620.0,715650.0,-6.808725505,53.18534331,826GIR0054,Kildare County
4584,826GIR0055,Athy Train Station,826,GRLS,ITM,668693.0,694021.0,-6.97680488,52.99251021,,Kildare County
4585,826GA00001,Athy Train Station,826,GPBS,ITM,668688.0,694031.0,-6.9768772189999995,52.99260071,826GIR0055,Kildare County
4586,826GA00002,Athy Train Station,826,GPBS,ITM,668691.0,694020.0,-6.976834877999999,52.99250148,826GIR0055,Kildare County
4587,826GA00003,Athy Train Station,826,GPBS,ITM,668701.0,694034.0,-6.9766829779999995,52.99262601,826GIR0055,Kildare County
4588,826GA00004,Athy Train Station,826,GPBS,ITM,668702.0,694018.0,-6.976671484,52.9924821,826GIR0055,Kildare County
4589,826GA00005,Athy Train Station,826,GPBS,ITM,668721.0,694017.0,-6.976388738,52.99247068,826GIR0055,Kildare County
4590,826GIR0056,Kilcock Train Station,826,GRLS,ITM,688533.0,739588.0,-6.668735685,53.3990087,,Kildare County
4591,826GA00052,Kilcock Train Station,826,GPBS,ITM,688527.0,739576.0,-6.668829245,53.39890189,826GIR0056,Kildare County
4592,826GA00053,Kilcock Train Station,826,GPBS,ITM,688532.0,739588.0,-6.668750717999999,53.39900887,826GIR0056,Kildare County
4593,826GA00054,Kilcock Train Station,826,GPBS,ITM,688515.0,739594.0,-6.669004587000001,53.39906563,826GIR0056,Kildare County
4594,826GIR0057,Kildare Train Station,826,GRLS,ITM,673012.0,713038.0,-6.908169937,53.162820499999995,,Kildare County
4595,826GA00055,Kildare Train Station,826,GPBS,ITM,673007.0,713028.0,-6.908246974,53.16273133,826GIR0057,Kildare County
4596,826GA00056,Kildare Train Station,826,GPBS,ITM,673010.0,713036.0,-6.908200296,53.162802799999994,826GIR0057,Kildare County
4597,826GA00057,Kildare Train Station,826,GPBS,ITM,672994.0,713039.0,-6.90843883,53.16283195,826GIR0057,Kildare County
4598,826GA00058,Kildare Train Station,826,GPBS,ITM,672990.0,713033.0,-6.9085000029999994,53.16277859,826GIR0057,Kildare County
4599,826GA00059,Kildare Train Station,826,GPBS,ITM,672985.0,713044.0,-6.908572251,53.16287811,826GIR0057,Kildare County
4600,826GIR0058,Maynooth Train Station,826,GRLS,ITM,693774.0,737360.0,-6.590613997,53.37808756,,Kildare County
4601,826GA00017,Maynooth Train Station,826,GPBS,ITM,693782.0,737368.0,-6.590491427000001,53.37815802,826GIR0058,Kildare County
4602,826GA00018,Maynooth Train Station,826,GPBS,ITM,693769.0,737375.0,-6.59068467,53.37822321,826GIR0058,Kildare County
4603,826GA00019,Maynooth Train Station,826,GPBS,ITM,693738.0,737348.0,-6.591158442,53.37798614,826GIR0058,Kildare County
4604,826GA00020,Maynooth Train Station,826,GPBS,ITM,693810.0,737352.0,-6.590075486,53.3780093,826GIR0058,Kildare County
4605,826GA00021,Maynooth Train Station,826,GPBS,ITM,693774.0,737359.0,-6.590614294,53.37807858,826GIR0058,Kildare County
4606,826GA00022,Maynooth Train Station,826,GPBS,ITM,693789.0,737352.0,-6.5903910020000005,53.37801303,826GIR0058,Kildare County
4607,826GA00023,Maynooth Train Station,826,GPBS,ITM,693790.0,737360.0,-6.590373603,53.37808473,826GIR0058,Kildare County
4608,826GA00024,Maynooth Train Station,826,GPBS,ITM,693796.0,737352.0,-6.59028583,53.37801179,826GIR0058,Kildare County
4609,826GIR0059,Monasterevin Train Station,826,GRLS,ITM,662635.0,710956.0,-7.063731382,53.14543284,,Kildare County
4610,826GA00025,Monasterevin Train Station,826,GPBS,ITM,662631.0,710962.0,-7.063789992999999,53.14548723,826GIR0059,Kildare County
4611,826GA00026,Monasterevin Train Station,826,GPBS,ITM,662634.0,710955.0,-7.063746524,53.14542397,826GIR0059,Kildare County
4612,826GA00027,Monasterevin Train Station,826,GPBS,ITM,662634.0,710949.0,-7.063747696,53.14537006,826GIR0059,Kildare County
4613,826GA00028,Monasterevin Train Station,826,GPBS,ITM,662641.0,710961.0,-7.06364073,53.14547707,826GIR0059,Kildare County
4614,826GA00029,Monasterevin Train Station,826,GPBS,ITM,662644.0,710945.0,-7.06359902,53.14533294,826GIR0059,Kildare County
4615,826GIR0060,Sallins And Naas Train Station,826,GRLS,ITM,689120.0,722678.0,-6.664663922000001,53.24698191,,Kildare County
4616,826GA00006,Sallins And Naas Train Station,826,GPBS,ITM,689117.0,722686.0,-6.664706622000001,53.24705429,826GIR0060,Kildare County
4617,826GA00007,Sallins And Naas Train Station,826,GPBS,ITM,689123.0,722662.0,-6.664623461000001,53.24683765,826GIR0060,Kildare County
4618,826GA00008,Sallins And Naas Train Station,826,GPBS,ITM,689118.0,722677.0,-6.66469416,53.24697326,826GIR0060,Kildare County
4619,826GA00009,Sallins And Naas Train Station,826,GPBS,ITM,689136.0,722679.0,-6.664423977,53.24698821,826GIR0060,Kildare County
4620,826GA00010,Sallins And Naas Train Station,826,GPBS,ITM,689139.0,722687.0,-6.664376801,53.24705958,826GIR0060,Kildare County
4621,826GA00011,Sallins And Naas Train Station,826,GPBS,ITM,689145.0,722677.0,-6.664289724,53.24696873,826GIR0060,Kildare County
4622,826GIR0061,Leixlip Louisa Bridge Train Station,826,GRLS,ITM,699373.0,736573.0,-6.506741077999999,53.36999437,,Kildare County
4623,826GA00036,Leixlip Louisa Bridge Train Station,826,GPBS,ITM,699384.0,736570.0,-6.506576787,53.36996535,826GIR0061,Kildare County
4624,826GA00037,Leixlip Louisa Bridge Train Station,826,GPBS,ITM,699396.0,736585.0,-6.506391817999999,53.37009785,826GIR0061,Kildare County
4625,826GA00038,Leixlip Louisa Bridge Train Station,826,GPBS,ITM,699370.0,736549.0,-6.506793683,53.36977932,826GIR0061,Kildare County
4626,826GA00039,Leixlip Louisa Bridge Train Station,826,GPBS,ITM,699333.0,736547.0,-6.5073500929999994,53.36976831,826GIR0061,Kildare County
4627,826GA00040,Leixlip Louisa Bridge Train Station,826,GPBS,ITM,699329.0,736549.0,-6.50740955,53.36978703,826GIR0061,Kildare County
4628,826GA00041,Leixlip Louisa Bridge Train Station,826,GPBS,ITM,699374.0,736572.0,-6.506726371,53.36998520000001,826GIR0061,Kildare County
4629,826GA00042,Leixlip Louisa Bridge Train Station,826,GPBS,,,,,,826GIR0061,Cavan County
4630,826GA00043,Leixlip Louisa Bridge Train Station,826,GPBS,ITM,699372.0,736581.0,-6.506753585,53.37006643,826GIR0061,Kildare County
4631,826GA00044,Leixlip Louisa Bridge Train Station,826,GPBS,ITM,699377.0,736571.0,-6.506681622,53.36997565,826GIR0061,Kildare County
4632,826GIR0062,Leixlip Confey Train Station,826,GRLS,ITM,700782.0,737051.0,-6.485424006000001,53.37402192,,Kildare County
